,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
184,Crushed,Natural,20,47.3,39,375,0.55,205,,0,1850,700,1150,75,2433,29.1,39.4,0,0,0,0,,
185,Crushed,Natural,20,47.3,38,375,0.55,205,,0,1850,700,1150,75,2435,29.1,0,0,0,0,0,,
186,Natural,Natural,40,45,38,375,0.45,170,,Type complast 432* Dos 1.0 lit,1855,705,1150,200,2405,40.2,0,0,0,0,0,,
187,Natural,Natural,40,45,38,375,0.45,170,,type complast 432 *dos 1 lit,1855,705,1150,200,2452,45.8,49.6,0,0,0,0,,
188,Natural,Natural,40,0,38,360,0.45,162,,0,1858,706,1152,80,2403,28.7,0,0,0,0,0,,
189,Natural,Natural,40,0,38,360,0.45,162,,0,1858,706,1152,80,2408,28.7,38.1,0,0,0,0,,
190,Natural,Natural,20,52.1,38,250,0.5,175,,consplat RP 364 *dos .8,1865,710,1155,200,2395,30,0,0,0,0,0,,
191,Natural,Natural,40,28,38,340,0.49,165,,Sikament - R2004 * Dos * 1.0 lit,1895,740,1155,170,2409,34.2,43.8,0,0,0,0,,
192,Natural,Natural,40,28,38,340,0.49,165,,sikament R2004 dos .8,1895,740,1155,170,2402,28.4,0,0,0,0,0,,
193,Natural,Natural,40,28,38,340,0.49,165,,sikamentR2004 dos .8,1895,740,1155,170,2403,28.4,34.2,0,0,0,0,,
194,Natural,Natural,20,43.3,38,350,0.53,185,,0,1865,710,1155,140,2405,26.9,34.9,0,0,0,0,,
195,Natural,Natural,20,43.3,38,350,0.53,185,,0,1865,710,1155,140,2405,26.9,0,0,0,0,0,,
196,Natural,Natural,20,52.1,38,350,0.5,175,,consplat RP 364 *dos .8,1865,710,1155,200,2395,30,39.5,0,0,0,0,,
197,Natural,Natural,40,0,38,350,0.5,175,,Type SP901* Dos 1.0 lit,1925,770,1155,120,2455,18.3,28.3,0,0,0,0,,
198,Natural,Natural,40,0,38,350,0.5,175,,Type SP901* Dos 1.0 lit,1925,770,1155,120,2454,18.3,0,0,0,0,0,,
199,Natural,Natural,40,34.4,38,350,0.5,175,,0,1855,700,1155,150,2389,24.3,0,0,0,0,0,,
200,Natural,Natural,40,37.6,38,350,0.51,175,,0,1865,710,1155,100,2393,27.8,0,0,0,0,0,,
201,Natural,Natural,40,34.4,38,350,0.5,175,,0,1855,700,1155,150,2390,24.3,33.2,0,0,0,0,,
202,Natural,Natural,40,34.4,38,350,0.5,175,,0,1855,700,1155,150,2390,24.3,33.2,0,0,0,0,,
203,Natural,Natural,40,37.6,38,350,0.51,175,,0,1865,710,1155,100,2396,27.8,35,0,0,0,0,,
204,Natural,Natural,40,37.6,38,350,0.51,175,,0,1865,710,1155,100,2394,27.8,35,0,0,0,0,,
205,Natural,Natural,20,21.4,38,360,0.5,180,,0,1840,685,1155,100,2496,26.5,38.5,0,0,0,0,,
206,Natural,Natural,20,21.4,38,360,0.5,180,,0,1840,685,1155,100,2390,26.5,0,0,0,0,0,,
207,Natural,Natural,40,54,38,365,0.51,185,,0,1830,675,1155,140,2387,24.6,32.4,0,0,0,0,,
208,Natural,Natural,40,54,38,365,0.51,185,,0,1830,675,1155,140,2385,24.6,0,0,0,0,0,,
209,Natural,Natural,40,42.5,42,375,0.48,180,,0,1835,680,1155,140,2393,32.5,0,0,0,0,0,,
210,Crushed,Natural,20,51.8,38,335,0.52,185,,Sp 432 0.9 lit ,1930,770,1160,185,2452,34.1,44.2,0,0,0,0,,
211,Crushed,Natural,20,51.8,38,335,0.52,185,,Sp 432 0.9 lit ,1930,770,1160,185,2449,34.1,0,0,0,0,0,,
212,Crushed,Natural,n,51.8,38,335,0.52,185,,Sp 432 0.9 lit ,1930,770,1160,185,2452,34.1,44.2,0,0,0,0,,
213,Natural,Natural,20,69.8,38,350,0.51,180,,0,1870,710,1160,110,2404,20.8,26.4,0,0,0,0,,
214,Natural,Natural,20,69.8,38,350,0.51,180,,0,1870,710,1160,110,2404,20.8,26.4,0,0,0,0,,
215,Natural,Natural,20,69.8,38,350,0.51,180,,0,1870,710,1160,110,2406,20.8,0,0,0,0,0,,
216,Natural,Natural,20,55.8,38,350,0.51,180,,0,1870,710,1160,150,2403,12,0,0,0,0,0,,
217,Natural,Natural,20,29,38,350,0.51,180,,0,1870,710,1160,170,2405,21.1,29.8,0,0,0,0,,
218,Natural,Natural,20,29,38,350,0.51,180,,0,1870,710,1160,170,2404,21.1,0,0,0,0,0,,
219,Natural,Natural,40,26.2,38,350,0.51,180,,0,1870,710,1160,120,2405,26.3,0,0,0,0,0,,
220,Natural,Natural,20,56,38,360,0.49,175,,0,1845,685,1160,95,2391,26.3,32.5,0,0,0,0,,
221,Natural,Natural,20,46.9,38,360,0.51,185,,0,1870,710,1160,120,2395,31.3,0,0,0,0,0,,
222,Natural,Natural,20,46.9,38,360,0.51,185,,0,1870,710,1160,120,2392,31.3,41.4,0,0,0,0,,
223,Natural,Natural,20,25,38,325,0.51,165,,Type SP Gold* Dos 1.0 lit,1910,745,1165,150,2405,31.4,36.9,0,0,0,0,,
224,Crushed,Natural,20,29.7,38,350,0.54,190,,Type SP901* Dos 0.75 lit,1910,745,1165,150,2455,23.1,32,0,0,0,0,,
225,Crushed,Natural,20,29.7,38,350,0.54,190,,Type SP901* Dos 0.75 lit,1910,745,1165,150,2456,23.1,0,0,0,0,0,,
226,Natural,Natural,20,25,38,350,0.51,165,,Type SP Gold* Dos 1.0 lit,1910,745,1165,150,2406,31.4,0,0,0,0,0,,
227,Natural,Natural,20,48.1,38,350,0.49,170,,type SP 801 dos 1 lit,1880,715,1165,150,2408,32.2,0,0,0,0,0,,
228,Natural,Natural,40,50.2,38,350,0.5,175,,0,1865,700,1165,70,2395,27.6,33.6,0,0,0,0,,
229,Natural,Natural,40,50.2,38,350,0.5,175,,0,1865,700,1165,70,2395,27.6,0,0,0,0,0,,
230,Natural,Natural,40,30.3,38,350,0.5,175,,0,1865,700,1165,120,2493,29.4,0,0,0,0,0,,
231,Natural,Natural,40,28,38,325,0.49,160,,Sikament - R2004 * Dos * 0.75 lit,1915,747,1168,110,2402,30.8,40,0,0,0,0,,
232,Natural,Natural,40,28,38,325,0.49,160,,sikament R2004 dos .8,1915,477,1168,110,2401,26,0,0,0,0,0,,
233,Natural,Natural,40,28,38,325,0.49,160,,sikamentR2004 dos .8,1915,747,1168,110,2402,26,30.8,0,0,0,0,,
234,Natural,Natural,40,50.5,38,320,0.5,160,,Sikament - R2004 * Dos * 1.0 lit,1920,750,1170,160,2404,27.6,34,0,0,0,0,,
235,Natural,Natural,40,50.5,38,320,0.5,160,,Sikament - R2004 * Dos * 1.0 lit,1920,750,1170,160,2404,27.6,0,0,0,0,0,,
236,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 1.0 kg ,1855,715,1170,135,2407,33.9,45.7,0,0,0,0,,
237,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 2.0 kg ,1855,715,1170,135,2405,27.8,33.9,0,0,0,0,,
238,Natural,Natural,20,48.8,38,350,0.48,165,,Type RehoBuild 850* Dos 1.0lit,1885,715,1170,200,2403,27.8,32.6,0,0,0,0,,
239,Crushed,Natural,20,49,38,350,0.47,165,,Type Petaflow F101* Dos 2.0 kg ,1855,715,1170,135,2405,27.8,0,0,0,0,0,,
240,Natural,Natural,20,37.6,38,350,0.46,160,,type sikament 2004*dos. 1 lit,1890,720,1170,200,2406,32.4,0,0,0,0,0,,
241,Natural,Natural,20,0,38,350,0.48,165,,Type RehoBuild 850* Dos 1.0lit,1885,715,1170,200,2403,27.8,0,0,0,0,0,,
242,Natural,Natural,20,37.6,38,350,0.46,160,,type sikament 2004*dos. 1 lit,1890,720,1170,200,2404,32.4,41.3,0,0,0,0,,
243,Natural,Natural,40,50.7,38,350,0.47,165,,Type SP-G Ms- 100* Dos 0.75 lit,1885,715,1170,150,2405,28.3,0,0,0,0,0,,
244,Natural,Natural,40,34.2,38,350,0.54,190,,0,1885,715,1170,100,2404,19.9,0,0,0,0,0,,
245,Natural,Natural,40,37.9,38,350,0.47,165,,0,1885,715,1170,165,2405,36.7,0,0,0,0,0,,
246,Natural,Natural,20,38,38,365,0.48,175,,Type SP901* Dos. 0.75 lit,1860,690,1170,150,2404,31.1,38.9,0,0,0,0,,
247,Natural,Natural,20,38,38,365,0.48,175,,Type SP901* Dos. 0.75 lit,1860,690,1170,150,2403,31.1,0,0,0,0,0,,
248,Crushed,Natural,20,33.1,38,375,0.51,190,,0,1885,715,1170,120,2452,24.9,31.5,0,0,0,0,,
249,Crushed,Natural,20,33.1,38,375,0.51,190,,0,1885,715,1170,120,2450,24.9,0,0,0,0,0,,
250,Natural,Natural,40,42.6,38,340,0.47,160,,Type JY -4Pump -Aiding * Dos 1.25%,1900,725,1175,150,2405,28,34.6,0,0,0,0,,
251,Natural,Natural,40,42.6,38,340,0.47,169,,type iy -4 pump - aiding*dos 1.25%,1900,725,1175,150,2405,28,0,0,0,0,0,,
252,Crushed,Natural,20,26.3,38,350,0.54,190,,0,1900,725,1175,150,2449,34.6,0,0,0,0,0,,
253,Crushed,Natural,20,26.3,38,350,0.54,190,,0,1900,725,1175,150,2443,34.6,40.5,0,0,0,0,,
254,Natural,Natural,40,20.5,38,350,0.5,175,,0,1875,700,1175,120,2404,25.3,34.3,0,0,0,0,,
255,Natural,Natural,40,20.5,38,350,0.5,175,,0,1875,700,1175,120,2406,25.3,0,0,0,0,0,,
256,Crushed,Natural,20,62.9,38,365,0.53,195,,0,1880,695,1175,100,2443,25.1,33.4,0,0,0,0,,
257,Crushed,Natural,20,62.9,38,365,0.53,195,,0,1880,695,1175,100,2442,25.1,0,0,0,0,0,,
258,Natural,Natural,40,37.8,38,350,0.47,165,,type SP 801 dos 1 lit,1885,715,1179,165,2403,36.7,42.5,0,0,0,0,,
259,Natural,Natural,20,72.9,38,350,0.5,175,,0,1875,695,1180,105,2405,26.8,0,0,0,0,0,,
260,Natural,Natural,20,45.9,38,350,0.51,180,,0,1870,690,1180,100,2405,17.9,25.3,0,0,0,0,,
261,Natural,Natural,20,45.9,38,350,0.51,180,,0,1870,690,1180,100,2404,17.9,0,0,0,0,0,,
262,Natural,Natural,20,72.9,38,350,0.5,175,,0,1875,695,1180,105,2405,26.8,37.5,0,0,0,0,,
263,Natural,Natural,20,72.9,38,350,0.5,175,,0,1875,695,1180,105,2405,26.8,0,0,0,0,0,,
264,Crushed,Natural,20,40,38,350,0.53,184,,0,1905,725,1180,180,2464,29.1,0,0,0,0,0,,
265,Crushed,Natural,20,43.3,38,350,0.5,185,,0,1905,725,1180,150,2453,30.8,0,0,0,0,0,,
266,Natural,Natural,40,44,38,350,0.51,180,,0,1970,690,1180,100,2405,26.1,0,0,0,0,0,,
267,Natural,Natural,40,0,38,350,0.51,165,,Type SP901* Dos 3.0 lit,1845,665,1180,160,2404,30,34.3,0,0,0,0,,
268,Natural,Natural,40,0,38,350,0.51,165,,Type SP901* Dos 3.0 lit,1845,665,1180,160,2404,30,0,0,0,0,0,,
269,Crushed,Natural,40,14.7,38,350,0.51,100,,0,1870,690,1180,100,2404,19.4,24.5,0,0,0,0,,
270,Crushed,Natural,40,14.7,38,350,0.51,180,,0,1870,690,1180,100,2404,19.4,0,0,0,0,0,,
271,Natural,Natural,40,44,38,350,0.51,180,,0,1870,690,1180,100,2406,26.1,32.7,0,0,0,0,,
272,Natural,Natural,40,41.4,38,350,0.51,180,,0,1870,690,1180,130,2404,19.7,27.2,0,0,0,0,,
273,Natural,Natural,40,41.4,38,350,0.51,180,,0,1870,690,1180,130,2403,19.7,0,0,0,0,0,,
274,Natural,Natural,40,15.4,38,350,0.5,175,,0,1875,695,1180,100,2403,28.1,38.6,0,0,0,0,,
275,Natural,Natural,40,67.4,38,350,0.5,175,,0,1875,695,1180,140,2403,27.7,36,0,0,0,0,,
276,Natural,Natural,40,15.4,38,350,0.5,175,,0,1875,695,1180,100,2404,28.1,0,0,0,0,0,,
277,Natural,Natural,40,67.4,38,350,0.5,175,,0,1875,695,1180,140,2401,27.7,0,0,0,0,0,,
278,Natural,Natural,40,22.7,38,350,0.5,175,,0,1875,695,1180,120,2406,24.2,36.7,0,0,0,0,,
279,Natural,Natural,40,47.5,38,350,0.5,180,,0,1875,695,1180,120,2406,24.2,0,0,0,0,0,,
280,Crushed,Natural,40,35.1,38,350,0.53,185,,0,1905,725,1180,90,2444,29.4,40.2,0,0,0,0,,
281,Natural,Natural,40,42.1,38,360,0.5,180,,0,1850,670,1180,125,2385,24.3,34.8,0,0,0,0,,
282,Natural,Natural,40,42.1,38,360,0.5,180,,0,1850,670,1180,125,2387,24.3,0,0,0,0,0,,
283,Natural,Natural,40,32.4,38,350,0.51,153,,X-mix Dos. 0.7 lit,1907,725,1182,220,2403,30.8,0,0,0,0,0,,
284,Natural,Natural,40,32.4,38,350,0.44,153,,X-mix Dos. 1.5 lit,1907,725,1182,220,2437,37,0,0,0,0,0,,
285,Natural,Natural,40,32.4,38,350,0.44,153,,x-mix HPN dos 1.5 lit,1907,725,1182,220,2435,37,43.4,0,0,0,0,,
286,Natural,Natural,40,32.4,38,350,0.44,153,,x-mixRPS dos .7 lit,1907,725,1182,220,2405,30.8,34.9,0,0,0,0,,
287,Natural,Natural,20,57,38,340,0.49,165,,Type SP901* Dos. 0.75 lit,1880,695,1185,200,2403,32.6,41.9,0,0,0,0,,
288,Natural,Natural,20,57,38,340,0.49,190,,Type SP901* Dos. 0.75 lit,1880,695,1185,200,2405,32.6,0,0,0,0,0,,
289,Crushed,Natural,20,30.2,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1915,730,1185,140,2456,28.9,39.9,0,0,0,0,,
290,Crushed,Natural,20,30.2,38,350,0.53,185,,Type SP901* Dos 1.0 lit,1915,730,1185,140,2458,28.9,0,0,0,0,0,,
291,Natural,Natural,20,54.3,38,350,0.49,170,,Type SD2 * Dos 0.75 lit,1880,695,1185,130,2396,27.7,30,0,0,0,0,,
292,Natural,Natural,20,54.3,38,350,0.49,170,,Type SD2 * Dos 0.75 lit,1880,695,1185,130,2403,27.7,0,0,0,0,0,,
293,Natural,Natural,20,57.8,38,350,0.49,170,,0,1880,695,1185,110,2409,32.6,40.1,0,0,0,0,,
294,Natural,Natural,20,57.8,38,350,0.49,170,,0,1880,695,1185,110,2407,32.6,0,0,0,0,0,,
295,Crushed,Natural,20,43.6,38,350,0.54,190,,0,1910,725,1185,120,2452,25.4,37.7,0,0,0,0,,
296,Crushed,Natural,20,43.6,38,350,0.54,190,,0,1910,725,1185,120,2454,25.4,0,0,0,0,0,,
297,Crushed,Natural,20,43.9,38,350,0.54,190,,0,1910,725,1185,175,2454,29,0,0,0,0,0,,
298,Crushed,Natural,20,43.9,38,350,0.54,190,,0,1910,725,1185,175,2459,29,36.3,0,0,0,0,,
299,Natural,Natural,20,48.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,670,1185,200,2386,32.9,0,0,0,0,0,,
300,Natural,Natural,20,48.2,38,350,0.5,175,,Sp 432 0.9 lit ,1855,670,1185,200,2385,32.9,42.4,0,0,0,0,,
301,Natural,Natural,40,42.7,38,350,0.49,170,,0,1880,695,1185,155,2399,26.9,33.2,0,0,0,0,,
302,Natural,Natural,40,42.7,38,350,0.49,170,,0,1880,695,1185,155,2407,26.9,0,0,0,0,0,,
303,Natural,Natural,40,0,38,350,0.51,180,,0,1850,665,1185,150,2389,25.3,0,0,0,0,0,,
304,Natural,Natural,40,0,38,350,0.51,180,,0,1850,665,1185,150,2388,25.3,0,0,0,0,0,,
305,Natural,Natural,40,0,38,350,0.51,180,,0,1850,665,1185,150,2389,25.3,29.3,0,0,0,0,,
306,Natural,Natural,40,41.1,38,350,0.5,175,,0,1855,670,1185,120,2385,24.4,0,0,0,0,0,,
307,Natural,Natural,40,41.1,38,350,0.5,175,,0,1855,670,1185,120,2384,24.4,32.5,0,0,0,0,,
308,Natural,Natural,40,0,38,360,0.51,180,,0,1850,665,1185,170,2389,23.5,0,0,0,0,0,,
309,Natural,Natural,40,0,38,360,0.51,180,,0,1850,665,1185,170,2397,23.5,29.6,0,0,0,0,,
310,Natural,Natural,40,24,38,325,0.49,160,,Euro 8600 Dos. *1.0 lit ,1915,725,1190,175,2406,31.5,42.2,0,0,0,0,,
311,Natural,Natural,40,32.7,38,325,0.49,160,,reho build 850 .75 lit,1915,715,1190,165,2406,23,0,0,0,0,0,,
312,Natural,Natural,40,32.7,38,325,0.49,160,,reho build 850 .75 lit,1915,725,1190,165,2405,23,28.6,0,0,0,0,,
313,Natural,Natural,40,24,38,325,0.49,160,,Euro 8600 Dos. *1.0 lit ,1915,725,1190,175,2405,31.5,0,0,0,0,0,,
314,Crushed,Natural,20,33.2,38,350,0.53,185,,Type SP901* Dos 3.5 lit,1915,725,1190,150,2455,29.4,39.9,0,0,0,0,,
315,Crushed,Natural,20,33.2,38,350,0.53,185,,Type SP901* Dos 3.5 lit,1915,725,1190,150,2455,32.3,0,0,0,0,0,,
316,Crushed,Natural,20,50.7,38,350,0.54,190,,0,1920,730,1190,150,2455,24.1,32.7,0,0,0,0,,
317,Crushed,Natural,20,50.7,38,350,0.54,190,,0,1920,730,1190,150,2455,24.1,0,0,0,0,0,,
318,Natural,Natural,20,42,38,350,0.46,160,,Reho build 0.75 lit,1890,700,1190,200,2403,25.9,0,0,0,0,0,,
319,Natural,Natural,20,42,38,350,0.46,160,,Reho build 0.75 lit,1890,700,1190,200,2403,25.9,31.7,0,0,0,0,,
320,Crushed,Natural,40,67.4,38,350,0.54,190,,0,1890,700,1190,135,2434,30.4,41.5,0,0,0,0,,
321,Crushed,Natural,40,67.4,38,350,0.54,190,,0,1890,700,1190,135,2435,30.4,0,0,0,0,0,,
322,Natural,Natural,40,22.7,38,350,0.5,175,,0,1865,675,1190,100,2400,31.4,39.8,0,0,0,0,,
323,Natural,Natural,40,22.7,38,350,0.5,175,,0,1865,675,1190,100,2402,31.4,0,0,0,0,0,,
324,Natural,Natural,40,36.9,38,350,0.5,175,,0,1860,670,1190,90,2390,23.6,30.3,0,0,0,0,,
325,Natural,Natural,40,36.9,38,350,0.5,175,,0,1860,670,1190,90,2390,23.6,30.3,0,0,0,0,,
326,Natural,Natural,40,36.9,38,350,0.5,175,,0,1860,670,1190,110,2389,22.1,28.4,0,0,0,0,,
327,Natural,Natural,40,36.9,38,350,0.5,175,,0,1860,670,1190,110,2388,22.1,0,0,0,0,0,,
328,Natural,Natural,40,36.9,38,350,0.5,175,,0,1860,670,1190,90,2394,24.4,0,0,0,0,0,,
329,Natural,Natural,40,37.1,38,360,0.5,180,,0,1860,670,1190,130,2403,28.1,0,0,0,0,0,,
330,Natural,Natural,40,37.1,38,360,0.5,180,,0,1860,670,1190,130,2404,28.1,36.3,0,0,0,0,,
331,Natural,Natural,40,58,38,365,0.49,180,,0,1835,645,1190,70,2391,24.4,29.8,0,0,0,0,,
332,Natural,Natural,40,58,38,365,0.49,180,,0,1835,645,1190,70,2392,24.4,0,0,0,0,0,,
333,Natural,Natural,20,0,38,350,0.51,180,,0,1870,675,1195,100,2405,20.7,29.3,0,0,0,0,,
334,Natural,Natural,20,67,38,350,0.51,180,,0,1870,675,1195,100,2407,20.7,0,0,0,0,0,,
335,Natural,Natural,20,62.3,38,350,0.51,180,,0,1870,750,1195,150,2406,25.7,0,0,0,0,0,,
336,Natural,Natural,20,67.3,38,350,0.49,170,,Type Reheobuild 850 * Dos. 1.0 lit,1870,675,1195,150,2385,29.5,40.9,0,0,0,0,,
337,Natural,Natural,20,67.3,38,350,0.49,170,,Type Reheobuild 850 * Dos. 1.0 lit,1870,675,1195,150,2395,29.5,0,0,0,0,0,,
338,Natural,Natural,40,42.5,38,350,0.51,180,,0,1870,675,1195,150,2403,20.1,0,0,0,0,0,,
339,Natural,Natural,40,26.2,38,350,0.51,180,,Type SP901* Dos 1.0 lit,1870,675,1195,150,2403,25,0,0,0,0,0,,
340,Natural,Natural,40,56.6,38,350,0.51,180,,0,1870,675,1195,100,2404,19.7,27.4,0,0,0,0,,
341,Natural,Natural,40,66.5,38,350,0.51,180,,0,1870,675,1195,140,2406,15.6,20.7,0,0,0,0,,
342,Natural,Natural,40,21.1,38,350,0.51,180,,0,1870,675,1195,100,2405,15.9,0,0,0,0,0,,
343,Natural,Natural,40,21.1,38,350,0.51,180,,0,1870,675,1195,100,2405,15.9,0,0,0,0,0,,
344,Natural,Natural,40,56.6,38,350,0.51,180,,0,1870,675,1195,100,2403,19.7,0,0,0,0,0,,
345,Natural,Natural,40,66.5,38,350,0.51,180,,0,1870,675,1195,140,2403,15.6,0,0,0,0,0,,
346,Natural,Natural,40,66.5,38,350,0.51,180,,0,1870,675,1195,140,2403,15.6,0,0,0,0,0,,
347,Natural,Natural,40,59.8,38,350,0.51,180,,0,1870,675,1195,100,2409,23,34.7,0,0,0,0,,
348,Natural,Natural,40,58.9,38,350,0.51,180,,0,1870,675,1195,100,2406,23,0,0,0,0,0,,
349,Natural,Natural,40,59.8,38,350,0.51,180,,0,1870,675,1195,100,2406,23,0,0,0,0,0,,
350,Natural,Natural,40,20,38,350,0.51,180,,0,1870,750,1195,150,2405,25.7,34,0,0,0,0,,
351,Natural,Natural,40,42,38,350,0.51,180,,0,1870,675,1195,90,2407,22.2,0,0,0,0,0,,
352,Natural,Natural,40,0,38,350,0.51,180,,0,1870,675,1195,110,2403,22.8,27.9,0,0,0,0,,
353,Natural,Natural,40,0,38,350,0.51,180,,0,1870,675,1195,110,2403,22.8,0,0,0,0,0,,
354,Natural,Natural,40,42,38,350,0.51,180,,0,1970,675,1195,90,2406,22.2,27.2,0,0,0,0,,
355,Natural,Natural,40,49.7,38,350,0.5,175,,0,1865,670,1195,120,2397,19.9,0,0,0,0,0,,
356,Natural,Natural,40,49.7,38,350,0.5,175,,0,1865,670,1195,120,2387,19.9,25.4,0,0,0,0,,
357,Natural,Natural,40,70.7,38,220,0.5,165,,type rehobuild 850 *dos 1 lit,1905,705,1200,125,2403,31.4,39.9,0,0,0,0,,
358,Crushed,Natural,20,30.2,38,300,0.62,185,,Type SP901* Dos 0.75 lit,1965,765,1200,120,2456,19,0,0,0,0,0,,
359,Natural,Natural,40,28.5,38,325,0.5,175,,0,1875,675,1200,120,2406,22.1,0,0,0,0,0,,
360,Natural,Natural,40,28.5,38,325,0.51,175,,0,1875,675,1200,120,2409,22.1,29.9,0,0,0,0,,
361,Natural,Natural,40,70.7,38,330,0.5,165,,type rehobuild 850 *dos 1 lit,1905,705,1200,125,2405,31.4,0,0,0,0,0,,
362,Natural,Natural,20,44.6,38,350,0.51,170,,0,1880,680,1200,100,2404,21.2,29.2,0,0,0,0,,
363,Natural,Natural,20,64.4,38,350,0.51,170,,0,1880,680,1200,100,2405,21.2,0,0,0,0,0,,
364,Natural,Natural,20,54,38,350,0.5,175,,0,1875,675,1200,150,2407,28.6,34,0,0,0,0,,
365,Natural,Natural,40,46,38,350,0.5,175,,0,1875,675,1200,120,2405,20.5,27.1,0,0,0,0,,
366,Natural,Natural,40,36.5,38,350,0.5,175,,0,1875,675,1200,100,2404,23,27.7,0,0,0,0,,
367,Natural,Natural,40,36.5,38,350,0.5,175,,0,1875,675,1200,100,2403,23,0,0,0,0,0,,
368,Natural,Natural,40,46,38,350,0.5,175,,0,1875,675,1200,120,2404,20.5,0,0,0,0,0,,
369,Natural,Natural,40,60.5,38,350,0.5,175,,Type SP901* Dos 0.75 lit,1875,675,1200,150,2403,21.9,32.2,0,0,0,0,,
370,Natural,Natural,40,60.5,38,350,0.5,175,,Type SP901* Dos 0.75 lit,1875,675,1200,150,2404,21.9,0,0,0,0,0,,
371,Natural,Natural,40,41.6,38,350,0.52,175,,0,1875,675,1200,110,2406,25,33.8,0,0,0,0,,
372,Natural,Natural,40,41.6,38,350,0.52,175,,0,1875,675,1200,110,2405,25,0,0,0,0,0,,
373,Natural,Natural,40,61.5,38,350,0.5,175,,0,1875,675,1200,100,2406,19.2,25.2,0,0,0,0,,
374,Natural,Natural,40,60.3,38,350,0.5,175,,0,1875,675,1200,150,2406,27,36.4,0,0,0,0,,
375,Natural,Natural,40,60.3,38,350,0.5,175,,0,1875,675,1200,150,2402,27,0,0,0,0,0,,
376,Natural,Natural,40,61.5,38,350,0.5,175,,0,1875,675,1200,100,2403,29.2,0,0,0,0,0,,
377,Natural,Natural,40,54,38,350,0.5,175,,0,1875,675,1200,150,1404,28.6,0,0,0,0,0,,
378,Natural,Natural,40,46.2,38,350,0.47,165,,type SP 801 dos 1 lit,1885,685,1200,205,2401,31.1,0,0,0,0,0,,
379,Natural,Natural,40,46.2,38,350,0.47,165,,0,1885,685,1200,205,2406,31.1,36.2,0,0,0,0,,
380,Natural,Natural,40,50,38,350,0.5,175,,0,1875,675,1200,130,2406,27.9,0,0,0,0,0,,
381,Natural,Natural,40,50,38,350,0.5,175,,0,1875,675,1200,130,2406,27.9,33.5,0,0,0,0,,
382,Natural,Natural,40,0,38,350,0.51,180,,0,1850,650,1200,100,2384,26.2,0,0,0,0,0,,
383,Natural,Natural,40,0,38,350,0.51,180,,0,1850,650,1200,100,2484,26.2,36.7,0,0,0,0,,
384,Natural,Natural,40,11,38,350,0.5,175,,0,1855,655,1200,100,2382,27.8,0,0,0,0,0,,
385,Natural,Natural,40,31.4,38,350,0.5,175,,0,1875,675,1200,100,2404,29.8,35.4,0,0,0,0,,
386,Natural,Natural,40,31.4,38,350,0.5,175,,0,1875,675,1200,100,2403,29.8,0,0,0,0,0,,
387,Natural,Natural,40,43.6,38,350,0.49,170,,Euro 8600 Dos. *0.75 lit ,1880,680,1200,125,2404,34.8,0,0,0,0,0,,
388,Natural,Natural,40,45,38,350,0.5,175,,0,1875,675,1200,110,2403,24,33.7,0,0,0,0,,
389,Natural,Natural,40,34.6,38,350,0.49,170,,type euro blasé 8600*dos .75 lit,1880,680,1200,125,2405,34.8,41.3,0,0,0,0,,
390,Natural,Natural,40,35.2,38,350,0.5,175,,0,1875,675,1200,100,2403,28.1,0,0,0,0,0,,
391,Natural,Natural,40,35.2,38,350,0.5,175,,0,1875,675,1200,100,2401,28.1,37.6,0,0,0,0,,
392,Natural,Natural,40,35.2,38,350,0.5,175,,0,1875,675,1200,90,2404,21.6,30.1,0,0,0,0,,
393,Natural,Natural,40,35.2,38,350,0.5,175,,0,1875,675,1200,90,2403,21.6,30.1,0,0,0,0,,
394,Natural,Natural,40,45,38,350,0.5,175,,0,1875,675,1200,110,2404,24,0,0,0,0,0,,
395,Natural,Natural,40,63,38,350,0.5,175,,0,1875,675,1200,100,2406,32.3,39.1,0,0,0,0,,
396,Natural,Natural,40,63,38,350,0.5,175,,0,1875,675,1200,100,2406,32.3,0,0,0,0,0,,
397,Natural,Natural,40,52.4,38,350,0.5,175,,0,1865,665,1200,150,2406,24,0,0,0,0,0,,
398,Natural,Natural,40,52.4,38,350,0.5,175,,0,1865,665,1200,150,19.5,0,0,0,0,0,0,,
399,Natural,Natural,40,47.4,38,350,0.5,175,,0,1875,675,1200,75,2404,24.9,0,0,0,0,0,,
