,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
1895,0,0,40,0,43,375,0.48,165,,0,1860,710,1150,170,2409,23.3,0,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
1896,0,0,40,0,43,375,0.46,165,,0,1845,700,1145,100,2402,29,32.9,Natural,Natural,53.2,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1897,0,0,40,0,43,375,0.44,165,,0,1845,700,1145,100,2402,27.7,28.4,Natural,Natural,53.2,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1898,0,0,40,0,43,375,0.48,165,,0,1860,710,1150,170,2406,23.3,34.7,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
1899,0,0,40,0,43,375,0.47,175,,0,1850,700,1150,200,2406,40,0,Natural,Natural,0,Type TSEN934* Dos 0.75lit,Type TSEN934, Dos 0.75lit
1900,0,0,40,0,43,375,0.47,175,,0,1850,700,1150,200,2405,40,47.5,Natural,Natural,0,Type TSEN934* Dos 0.75lit,Type TSEN934, Dos 0.75lit
1901,0,0,40,0,43,375,0.49,185,,0,1890,720,1170,175,2454,33.3,0,Crushed,Natural,49.1,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1902,0,0,40,0,43,375,0.49,185,,0,1890,720,1170,175,2455,33.3,42.8,Crushed,Natural,49.1,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1903,0,0,40,0,43,400,0.45,180,,0,1820,800,1020,200,2403,39.4,0,Natural,Natural,43.4,Type SP901 Dos. 3.0 lit,Type SP901 Dos. 3.0 lit,
1904,0,0,40,0,43,375,0.45,170,,0,1855,630,1225,120,2404,28.4,0,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1905,0,0,40,0,43,400,0.45,180,,0,1820,800,1020,200,2405,39.4,44.4,Natural,Natural,43.4,Type SP901 Dos. 3.0 lit,Type SP901 Dos. 3.0 lit,
1906,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,140,2405,23.1,0,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1907,0,0,40,0,43,375,0.45,170,,0,1855,630,1225,120,2406,28.4,37.9,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1908,0,0,40,0,43,375,0.45,170,,0,1855,650,1205,140,2407,23.1,30.4,Natural,Natural,0,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1909,0,0,40,0,43,355,0.48,170,,0,1865,745,1120,170,2393,35.3,0,Natural,Natural,24.4,Euro PLAST 8600* Dos. 0.75,Euro PLAST 8600, Dos. 0.75
1910,0,0,40,0,43,350,0.47,165,,0,1885,685,1200,190,2403,35.6,0,Natural,Natural,26.2,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1911,0,0,40,0,0,375,0.45,170,,0,1900,750,1150,70,2446,35.6,0,Natural,Natural,33,Type Dos 3,Type Dos 3,
1912,0,0,40,0,43,385,0.47,180,,0,1825,730,1095,230,2395,39.2,47.1,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1913,0,0,40,0,43,360,0.46,165,,0,1875,715,1160,180,2394,33.7,0,Natural,Natural,33.1,Type Sp 432 Dos 1 lit,Type Sp 432 Dos 1 lit,
1914,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,140,2405,29.2,37.7,Natural,Natural,41,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1915,0,0,40,0,43,375,0.43,160,,0,1865,675,1190,130,2406,28.8,35.7,Natural,Natural,41,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1916,0,0,40,0,43,340,0.47,160,,0,1900,760,1140,160,2407,31.5,37.5,Natural,Natural,50.5,Type Sikament R2004 * Dos. 1.0,Type Sikament R2004 , Dos. 1.0
1917,0,0,40,0,43,400,0.48,190,,0,1820,565,1255,160,2394,33.3,0,Natural,Natural,58.6,Type Euro 8600* Dos. 1.25,Type Euro 8600, Dos. 1.25
1918,0,0,40,0,43,360,0.45,165,,0,1875,675,1200,200,2407,39.9,46.4,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1919,0,0,40,0,43,350,0.47,165,,0,1880,670,1210,190,2396,25.5,31.3,Natural,Natural,32.7,Reho Build 850 * Dos 1.0 lit & LCD10 * Dos 0.5 lit,Reho Build 850 , Dos 1.0 lit & LCD10 * Dos 0.5 lit
1920,0,0,40,0,43,375,0.45,170,,0,1855,705,1100,150,2405,35.2,0,Natural,Natural,51,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1921,0,0,40,0,43,375,0.45,170,,0,1855,705,1100,150,2406,31,0,Natural,Natural,51,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1922,0,0,40,0,43,375,0.45,190,,0,1855,685,1170,200,2403,33.7,41.1,Natural,Natural,48.1,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1923,0,0,40,0,43,375,0.47,180,,0,1830,695,1135,170,2388,36.1,0,Natural,Natural,54.7,Type G 150 * Dos 1.4 lit & Plastacrete - 1.875,Type G 150 , Dos 1.4 lit & Plastacrete - 1.875
1924,0,0,40,0,43,350,0.46,160,,0,1890,680,1210,80,2405,38.9,44.5,Natural,Natural,50.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1925,0,0,40,0,43,400,0.45,180,,0,1840,680,1160,90,2423,36.6,0,Natural,Natural,32.8,Sikament R2002 * 3.0lit,Sikament R2002 , 3.0lit
1926,0,0,40,0,43,375,0.45,170,,0,1855,655,1190,200,2405,35.3,40.8,Natural,Natural,46.2,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1927,0,0,40,0,43,350,0.46,160,,0,1890,625,1265,120,2406,32.4,39.8,Natural,Natural,52.2,Subote * Dos 1.0 ,Subote , Dos 1.0 
1928,0,0,40,0,43,375,0.49,185,,0,1890,760,1130,200,2454,35.7,0,Crushed,Natural,48.1,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1929,0,0,40,0,43,350,0.48,168,,0,1890,660,1230,90,2406,38,44.4,Natural,Natural,59.5,Type G 150 * Dos 0.75 lit,Type G 150 , Dos 0.75 lit
1930,0,0,40,0,43,375,0.44,165,,0,1860,670,1190,190,2404,26.7,31.7,Natural,Natural,33.4,Reho Build 850 * Dos 1 lit,Reho Build 850 , Dos 1 lit
1931,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,100,2405,30.3,35.4,Natural,Natural,32.2,Type Pentron * Dos 1.0 lit,Type Pentron , Dos 1.0 lit
1932,0,0,40,0,43,360,0.45,165,,0,1875,675,1200,200,2410,39.3,0,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1933,0,0,40,0,43,350,0.46,160,,0,1890,680,1210,80,2408,38.9,0,Natural,Natural,50.8,Cico fluid G150 * Dos 0.75 lit,Cico fluid G150 , Dos 0.75 lit
1934,0,0,40,0,43,350,0.47,165,,0,1880,670,1210,190,2396,25.5,0,Natural,Natural,32.7, Reho Build 850 .Dos * lit & LD10 * Dos. 0.5lit, Reho Build 850 .Dos , lit & LD10 * Dos. 0.5lit
1935,0,0,40,0,43,360,0.46,165,,0,1875,675,1200,135,2409,25.8,0,Natural,Natural,41,Type Reho Build * Dos 1 lit,Type Reho Build , Dos 1 lit
1936,0,0,40,0,43,350,0.46,160,,0,1890,720,1170,200,2406,32.4,40.4,Natural,Natural,0,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1937,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,170,2415,33.6,43.3,Natural,Natural,40.4,Type: Panatarhit * SYN * Dos. 1.0 lit,Type: Panatarhit , SYN * Dos. 1.0 lit
1938,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,
1939,0,0,20,0,43,400,0.45,180,,0,1805,725,1080,230,2385,34.5,45.5,Natural,Natural,48,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1940,0,0,20,0,43.1,385,0.48,215,,0,1810,815,995,70,2413.6,22.3,29.5,Crushed,Natural,29.1,0,,
1941,0,0,20,0,43,315,0.49,165,,0,1940,735,1205,130,2418.67,32.7,0,Natural,Natural,46.6,Complast 432 1.5 lit,Complast 432 1.5 lit,
1942,0,0,20,0,43,400,0.45,180,,0,1880,780,1100,120,2459,41.4,51.5,Crushed,Natural,33.4,Conplast SP 377 * 1.0 lit & RP 264 0.5 lit,Conplast SP 377 , 1.0 lit & RP 264 0.5 lit
1943,0,0,20,0,43,375,0.49,185,,0,1885,755,1135,150,2452,34.9,43.2,Crushed,Natural,33.4,Complast SP 337 * Dos. 0.8 & Complsat 264 * Dos. 0.5 lit,Complast SP 337 , Dos. 0.8 & Complsat 264 * Dos. 0.5 lit
1944,0,0,20,0,43,370,0.51,190,,0,1880,715,1165,120,2446,35.9,0,Crushed,Natural,24.9,Rheobuild 850 1.0 lit,Rheobuild 850 1.0 lit,
1945,0,0,20,0,43,300,0.48,145,,0,1980,830,1150,110,2424,35.5,44.1,Natural,Natural,18.1,RHEOBUILD * LD80 * 3000 ML/m3,RHEOBUILD , LD80 * 3000 ML/m3
1946,0,0,20,0,43,300,0.48,145,,0,1980,830,1150,80,2423,34.7,43.2,Natural,Natural,24.1,RHEOBUILD * LD80 * 3000 ML/m3,RHEOBUILD , LD80 * 3000 ML/m3
1947,0,0,20,0,43,325,0.48,157,,0,1923,805,1118,130,2404,35.4,43.1,Natural,Natural,24.1,RHEOBUILD * LD80 * 3250 ML/m3,RHEOBUILD , LD80 * 3250 ML/m3
1948,0,0,20,0,43,375,0.51,190,,0,1885,695,1190,80,2432,25.6,30,Crushed,Natural,64,0,,
1949,0,0,20,0,43,365,0.45,165,,0,1940,815,1125,140,2478,37.4,0,Crushed,Natural,43.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1950,0,0,20,0,43,365,0.45,165,,0,1940,815,1125,140,2481,37.4,48.6,Crushed,Natural,43.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1951,0,0,20,0,43,340,0.47,160,,0,1900,760,1140,200,2395,37.3,0,Natural,Natural,55,Type SP 432 * Dos. 1.45 lit,Type SP 432 , Dos. 1.45 lit
1952,0,0,20,0,43,375,0.51,190,,0,1885,755,1130,110,2455,29.1,30.4,Crushed,Natural,45.8,0,,
1953,0,0,20,0,43,340,0.47,160,,0,1900,760,1140,200,2401.5,37.3,43.3,Natural,Natural,55,Type SP 432 * Dos. 1.0 lit,Type SP 432 , Dos. 1.0 lit
1954,0,0,20,0,43,340,0.47,160,,0,1900,760,1140,195,2403,25.9,37.5,Natural,Natural,55,Type Conplast 264 0.56 lit and SP 432 0.98 lit,Type Conplast 264 0.56 lit and SP 432 0.98 lit,
1955,0,0,20,0,43,375,0.48,175,,0,1830,660,1100,100,2382,27,30.4,Natural,Natural,60.6,0,,
1956,0,0,20,0,43,400,0.45,180,,0,1845,590,1255,170,2433,35.7,0,Crushed,Natural,49.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1957,0,0,20,0,43,400,0.45,180,,0,1805,725,1080,230,2389,30.3,0,Natural,Natural,48,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1958,0,0,20,0,43,400,0.45,180,,0,1845,590,1255,170,2442,35.7,49,Crushed,Natural,49.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1959,0,0,20,0,38,375,0.48,180,,0,1845,700,1145,100,2405,21.9,31.2,Natural,Natural,52.5,0,,
1960,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,120,2444,24.2,31.3,Natural,Natural,0,0,,
1961,0,0,20,0,43,375,0.41,190,,0,1885,775,1110,90,2456,25.6,31.5,Crushed,Natural,37,0,,
1962,0,0,20,0,43,375,0.51,190,,0,1185,735,1150,120,2444,24.6,31.8,Crushed,Natural,34,0,,
1963,0,0,20,0,43,400,0.45,180,,0,1305,725,1080,230,2386,30.3,34.5,Natural,Natural,48,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1964,0,0,20,0,43,375,0.6,225,,0,1895,760,1130,160,2455,21,31.9,Crushed,Natural,46.5,0,,
1965,0,0,20,0,43,375,0.49,185,,0,1890,720,1170,175,2454,24.8,32.7,Crushed,Natural,41.6,0,,
1966,0,0,20,0,43,375,0.48,180,,0,1845,665,1180,150,2404,24.8,32.9,Natural,Natural,32.8,0,,
1967,0,0,20,0,43,400,0.46,185,,0,1795,610,1185,155,2383,25.5,33.1,Natural,Natural,62.2,0,,
1968,0,0,20,0,43,375,0.51,190,,0,1885,755,1130,100,2455,24.6,33.2,Crushed,Natural,0,0,,
1969,0,0,20,0,43,410,0.44,180,,0,1860,360,1200,210,2455,42.6,0,Crushed,Natural,65,R2004 * Dos 1.65 lit,R2004 , Dos 1.65 lit
1970,0,0,20,0,43,410,0.44,180,,0,1860,660,1200,210,2454,42.6,52.5,Crushed,Natural,65,R2004 * Dos 1.65 lit,R2004 , Dos 1.65 lit
1971,0,0,20,0,43,365,0.52,190,,0,1885,735,1250,200,2445,37.9,0,Crushed,Natural,42.1,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1972,0,0,20,0,43,400,0.48,190,,0,1850,575,1275,190,2445.5,39.2,0,Crushed,Natural,92.8,Type R2004 * Dos 1.25 lit,Type R2004 , Dos 1.25 lit
1973,0,0,20,0,43,365,0.52,190,,0,1885,735,1150,200,2445.1,37.9,48.7,Crushed,Natural,42.1,Type * RHEOBUILD 850 * Dos. 1.25 lit,Type , RHEOBUILD 850 * Dos. 1.25 lit
1974,0,0,20,0,43,365,0.52,190,,0,1885,735,1150,200,2445.1,37.9,48.7,Crushed,Natural,42.1,Type * RHEOBUILD 850 * Dos. 1.25 lit,Type , RHEOBUILD 850 * Dos. 1.25 lit
1975,0,0,20,0,43,400,0.44,175,,0,1805,685,1120,135,2399,25.9,33.4,Natural,Natural,61.3,0,,
1976,0,0,20,0,43,400,0.48,190,,0,1850,575,1275,190,2444.2,39.2,44.8,Crushed,Natural,92.8,Type R2004 * Dos 1.25 lit,Type R2004 , Dos 1.25 lit
1977,0,0,20,0,43,375,0.48,180,,0,1845,700,1145,100,2405,27.9,33.6,Natural,Natural,27.4,0,,
1978,0,0,20,0,43,385,0.47,180,,0,1815,655,1160,95,2383,25.9,33.9,Natural,Natural,42.6,0,,
1979,0,0,20,0,43,375,0.48,180,,0,1850,700,1150,130,2403.3,27.2,34.5,Natural,Natural,19,0,,
1980,0,0,20,0,43,370,0.46,170,,0,1850,650,1200,140,2393,35.3,0,Natural,Natural,64.3,Type Prokmen 2008 Dos 1.0 lit,Type Prokmen 2008 Dos 1.0 lit,
1981,0,0,20,0,43,375,0.47,175,,0,1885,720,1165,120,2454,24.5,34.8,Crushed,Natural,0,0,,
1982,0,0,20,0,43,380,0.46,175,,0,1825,675,1150,120,2385,28.8,35.6,Natural,Natural,56,0,,
1983,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,110,2454,31.4,35.6,Crushed,Natural,26.1,0,,
1984,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,95,2444,36.3,0,Crushed,Natural,53.2,Sikament R2004 dosage 1.25 lit,Sikament R2004 dosage 1.25 lit,
1985,0,0,20,0,43,375,0.48,180,,0,1875,770,1105,200,2442.7,36.5,46.6,Crushed,Natural,33.8,Type * RHEOBUILD 850 * Dos. 0.8 lit,Type , RHEOBUILD 850 * Dos. 0.8 lit
1986,0,0,20,0,43,375,0.51,190,,0,1875,695,1180,130,2440.67,38.1,0,Crushed,Natural,54.9,Sikament SR.XR * Dos. 0.4 & SP Sikament 163 M 0.9 lit,Sikament SR.XR , Dos. 0.4 & SP Sikament 163 M 0.9 lit
1987,0,0,20,0,43,360,0.49,185,,0,1905,745,1150,170,2457.3,37,0,Crushed,Natural,51.8,Sp 432 0.9 lit,Sp 432 0.9 lit,
1988,0,0,20,0,43,375,0.53,200,,0,1850,740,1190,80,2413.5,24.5,36.2,Crushed,Natural,0,0,,
1989,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,195,2447,41.9,0,Crushed,Natural,42.3,KEMFLOW 2008R dosage 1.0 lit,KEMFLOW 2008R dosage 1.0 lit,
1990,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2454,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos 1.25 lit,Reho Build 850 , Dos 1.25 lit
1991,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2453.3,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos. 1.25 lit,Reho Build 850 , Dos. 1.25 lit
1992,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2453.3,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos. 1.25 lit,Reho Build 850 , Dos. 1.25 lit
1993,0,0,20,0,43,375,0.51,190,,0,1875,695,1180,130,2444,38.1,51.2,Crushed,Natural,54.9,Sikament SR.XR * Dos. 0.4 & SP Sikament 163 M 0.9 lit ,Sikament SR.XR , Dos. 0.4 & SP Sikament 163 M 0.9 lit 
1994,0,0,20,0,43,360,0.49,185,,0,1905,745,1150,170,2456,37,50.1,Crushed,Natural,51.8,Sp 432 0.9 lit,Sp 432 0.9 lit,
1995,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,105,2454,27.4,36.4,Crushed,Natural,44,0,,
1996,0,0,20,0,43,375,0.49,185,,0,1900,700,1200,95,2454,28.1,36.5,Crushed,Natural,64.7,0,,
1997,0,0,20,0,43,370,0.52,190,,0,1880,695,1185,170,2442,25.9,0,Crushed,Natural,52.7,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
1998,0,0,20,0,43,370,0.52,190,,0,1880,695,1185,170,2443,25.9,35.7,Crushed,Natural,52.7,Reho Build 850 * Dos 1.0 lit,Reho Build 850 , Dos 1.0 lit
1999,0,0,20,0,43,400,0.54,215,,0,1785,590,1195,110,2402,26.3,36.9,Natural,Natural,56.3,0,,
2000,0,0,20,0,43,375,0.51,190,,0,1855,680,1205,100,2453,30.7,37.1,Crushed,Natural,29.1,0,,
2001,0,0,20,0,43,375,0.48,180,,0,1825,675,1150,200,2386,37.2,34.6,Natural,Natural,52.2,CONPLAST RB264 *0.7 LIT,CONPLAST RB264 ,0.7 LIT
2002,0,0,20,0,43,375,0.49,185,,0,1890,760,1130,120,2453,24.7,37.2,Crushed,Natural,44.5,0,,
2003,0,0,20,0,43,365,0.52,190,,0,1870,710,1160,160,2424.67,31.1,0,Crushed,Natural,66.4,BASF - 850 * Dos 1.0 lit,BASF - 850 , Dos 1.0 lit
2004,0,0,20,0,43,365,0.48,175,,0,1840,660,1062,150,2385,25.8,38.2,Natural,Natural,23.5,0,,
2005,0,0,20,0,43,370,0.46,170,,0,1850,740,1110,185,2393,33.4,0,Natural,Natural,29.8,R 2008 * Dos 1.0 & RX * Dos 0.5 lit,R 2008 , Dos 1.0 & RX * Dos 0.5 lit
2006,0,0,20,0,43,365,0.52,190,,0,1870,710,1160,160,2627,31.1,44.2,Crushed,Natural,66.4,BASF - 850 * Dos 1.0 lit,BASF - 850 , Dos 1.0 lit
2007,0,0,20,0,43,370,0.46,170,,0,1850,650,1200,140,2394.1,35.3,44.1,Natural,Natural,64.3,Type Prokem 2008 . Dos 1.0 lit,Type Prokem 2008 . Dos 1.0 lit,
2008,0,0,20,0,38.5,450,0.33,150,,0,1880,750,1130,215,2481,37.1,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2009,0,0,20,0,38.5,400,0.42,168,,0,1860,780,1080,200,2470,29.6,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2010,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,0,0,0,0,Crushed,Natural,42.9,S.P Type G 1.25 lit,S.P Type G 1.25 lit,
2011,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2452,38.2,0,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
2012,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2452,38.2,0,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
2013,0,0,20,0,43,365,0.52,190,,0,1870,820,1050,160,2428,29.6,0,Crushed,Natural,42.9,Rehobuild - 850 * Dos 1.25 lit,Rehobuild - 850 , Dos 1.25 lit
2014,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2454.1,38.2,47.8,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
2015,0,0,20,0,43,365,0.52,190,,0,1870,820,1050,160,2429.5,29.6,41.5,Crushed,Natural,42.9,Rehobuild - 850 * Dos 1.25 lit,Rehobuild - 850 , Dos 1.25 lit
2016,0,0,20,0,43,365,0.46,170,,0,1865,650,1215,190,2404,32.9,41.2,Natural,Natural,48.3,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2017,0,0,20,0,40.4,400,0.4,160,,0,1840,735,1105,160,2443,30.2,0,Natural,Natural,42.9,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2018,0,0,20,0,43,400,0.4,160,,0,1840,735,1105,160,2443,30.2,38.3,Natural,Natural,42.9,SP 432 Dos * 0.75 lit,SP 432 Dos , 0.75 lit
2019,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2394,40,44.2,Natural,Natural,37.7,Reho Build 850 0.75 lit,Reho Build 850 0.75 lit,
2020,0,0,20,0,43,400,0.45,180,,0,1800,774,1062,220,2391.3,34.6,47.4,Natural,Natural,19.5,Type SP * Dos. 1.0 lit,Type SP , Dos. 1.0 lit
2021,0,0,20,0,43,350,0.47,165,,0,1885,811,1074,210,2508,28.3,37.4,Natural,Natural,19.5,Type SP 432 * Dos. 0.75 lit,Type SP 432 , Dos. 0.75 lit
2022,0,0,20,0,43,375,0.49,185,,0,1890,755,1135,130,2455,30.5,38.2,Crushed,Natural,38.3,0,,
2023,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,110,2457,33.7,38.6,Crushed,Natural,33.1,0,,
2024,0,0,20,0,43,365,0.49,180,,0,1905,740,1065,150,2454,39.8,0,Crushed,Natural,47,Type * Dos. 1.0 lit,Type , Dos. 1.0 lit
2025,0,0,20,0,43,400,0.45,180,,0,1800,774,1026,220,2391,34.6,0,Natural,Natural,19.5,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2026,0,0,20,0,43,350,0.47,165,,0,1885,811,1074,210,2404,28.3,0,Natural,Natural,19.5,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2027,0,0,20,0,43,375,0.51,190,,0,1885,695,1190,110,2454,28.1,39,Crushed,Natural,56,0,,
2028,0,0,20,0,43,410,0.51,210,,0,1805,630,1175,160,2427.5,31.6,41.2,Crushed,Natural,62.2,0,,
2029,0,0,20,0,43,400,0.45,180,,0,1810,780,1030,210,2401.5,33.1,0,Natural,Natural,57.9,Type SP 432 * Dos. 1.25 lit,Type SP 432 , Dos. 1.25 lit
2030,0,0,20,0,43,365,0.45,165,,0,1870,805,1065,210,2403,33.8,46.7,Natural,Natural,57.9,Type SP 432 * Dos. 0.85 lit,Type SP 432 , Dos. 0.85 lit
2031,0,0,20,0,43,365,0.49,180,,0,1905,740,1165,150,2465,39.8,48.9,Crushed,Natural,47,Type * Dos. 1.0 lit,Type , Dos. 1.0 lit
2032,0,0,20,0,43,365,0.47,170,,0,1865,650,1215,190,2404,32.9,0,Natural,Natural,48.3,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
2033,0,0,20,0,43,400,0.45,180,,0,1810,780,1030,210,2403,33.1,48.8,Natural,Natural,57.9,Type SP 432 * Dos. 1.25 lit,Type SP 432 , Dos. 1.25 lit
2034,0,0,20,0,43,365,0.44,160,,0,1875,715,1160,170,2408,33,0,Natural,Natural,61.3,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2035,0,0,20,0,43,360,0.51,185,,0,1855,795,1100,80,2442,33.9,41.7,Crushed,Natural,41,0,,
2036,0,0,20,0,43,390,0.51,215,,0,1840,715,1125,120,2430,30.7,41.8,Crushed,Natural,51.8,0,,
2037,0,0,20,0,43,375,0.51,190,,0,1885,700,1185,140,2455,31.9,41.9,Crushed,Natural,43.9,0,,
2038,0,0,20,0,43.1,385,0.51,195,,0,1850,685,1165,90,2431.67,32.8,42,Crushed,Natural,52,0,,
2039,0,0,20,0,43,365,0.44,160,,0,1875,715,1160,170,2403,33,39.4,Natural,Natural,0,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2040,0,0,20,0,43,375,0.51,190,,0,1885,680,1205,150,2455,34.9,42.5,Crushed,Natural,54.1,0,,
2041,0,0,20,0,43,360,0.46,165,,0,1875,695,1180,140,2402.5,32.2,34.1,Natural,Natural,61.1,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
2042,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,120,2456,34.7,0,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2043,0,0,20,0,43,375,0.49,185,,0,1900,725,1175,200,2461.3,45.9,0,Crushed,Natural,61,Type Euro plast 8600 * Dos. 1.25 lit,Type Euro plast 8600 , Dos. 1.25 lit
2044,0,0,20,0,43,360,0.5,180,,0,1920,710,1210,130,2463,42.3,0,Crushed,Natural,61,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2045,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,130,2454.3,31.1,0,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
2046,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,170,2415,33.6,43.3,Natural,Natural,40.4,Type: Panatarhit * SYN * Dos. 1.0 lit,Type: Panatarhit , SYN * Dos. 1.0 lit
2047,0,0,20,0,43,360,0.46,165,,0,1855,685,1170,150,2384,36.8,42.8,Natural,Natural,56,Type Euro Blast 8600 * Dos a lit,Type Euro Blast 8600 , Dos a lit
2048,0,0,20,0,43,360,0.46,165,,0,1875,695,1180,140,2404,34.1,45.3,Natural,Natural,61.1,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
